step,sampling/sampling_logp_difference/mean,sampling/sampling_logp_difference/max,sampling/importance_sampling_ratio/min,sampling/importance_sampling_ratio/mean,sampling/importance_sampling_ratio/max,completions/mean_length,completions/max_length,entropy,kl,reward,loss,diag/accuracy,diag/zero_var_group_ratio,frac_reward_zero_std
17,0.01326,0.2461,0,0.8068,1.453,217.3,700,0.6843,0.004365,0.6679,-0.08313,0.4688,0,0
18,0.01158,0.2498,0.6039,0.984,1.777,196.4,700,0.5781,0.005149,0.7556,0.2324,0.5625,0,0
19,0.01339,0.2313,0,0.8769,1.64,230.1,700,0.7441,0.007204,0.7839,-0.03886,0.5938,0,0
20,0.01099,0.3588,0.3774,0.9036,1.804,204,700,0.4792,0.01052,0.85,0.1685,0.6562,0.25,0
21,0.01529,0.5972,0.265,1.03,2.658,157.1,700,0.6038,0.007764,0.6688,-0.4746,0.4688,0,0
22,0.01556,0.5908,0,0.875,1.632,164.9,700,0.5969,0.009796,0.7775,-0.1197,0.5938,0.25,0.25
23,0.01184,0.2924,0.3824,0.8589,1.748,217.7,700,0.5563,0.04473,0.6562,0.009002,0.4688,0.25,0.25
24,0.01185,0.3661,0.3871,0.9365,1.723,205.4,700,0.5576,0.009143,0.8528,0.1833,0.6562,0.25,0.25
25,0.01589,0.5838,0.3008,0.9108,2.053,257.7,700,0.7103,0.009838,0.6637,0.1278,0.4688,0,0
26,0.01349,0.3737,0.403,0.8594,1.915,175.4,700,0.5185,0.03635,0.853,0.07243,0.6562,0.5,0.25
27,0.01246,0.8623,0,0.9356,2.984,238.1,700,0.4465,0.01235,0.7243,0.07056,0.5312,0.5,0.5
28,0.01182,0.8328,0.3369,0.9812,2.425,239.8,700,0.5725,0.05112,0.6642,0.09953,0.4688,0,0
29,0.01408,0.978,0.3259,0.991,2.714,158.4,700,0.446,0.01954,0.9188,-0.03308,0.7188,0.75,0.75
30,0.008391,0.2467,0.4574,0.8827,1.267,151.3,257,0.2972,0.01339,0.8875,-0.04929,0.6875,0.75,0.75
31,0.01128,0.4911,0.4009,1.078,2.07,185.8,604,0.3428,0.01428,0.7,-0.2392,0.5,0,0
32,0.006479,0.229,0.5847,0.9695,1.557,132.6,278,0.2243,0.01615,1.138,-0.02046,0.9375,0.75,0.75
33,0.01027,0.5719,0.2567,0.966,1.622,149.9,265,0.2488,0.01453,1.013,0.0482,0.8125,0.25,0.25
34,0.009384,0.25,0.4845,1.058,2.568,207.9,609,0.3636,0.01136,0.7,-0.04781,0.5,0.5,0.5
35,0.0102,0.2742,0.3788,1.013,1.815,175.5,520,0.4174,0.01633,0.9188,-0.02445,0.7188,0.25,0.25
36,0.008696,0.2315,0.2687,0.962,1.755,157.3,425,0.3022,0.01649,0.7625,0.1115,0.5625,0.5,0.5
37,0.01079,0.3895,0.3613,0.9309,1.717,143.6,270,0.3052,0.02293,1.006,0.02197,0.8125,0.5,0.5
38,0.01114,0.4281,0.2344,0.9057,2.289,212.3,330,0.3397,0.01747,0.4813,-0.07738,0.2812,0.25,0.25
39,0.01009,0.25,0.3813,1.088,2.305,182.2,700,0.373,0.01867,1.166,1.183,0.9688,0.75,0.5
40,0.00933,0.2469,0.3693,1.001,1.914,175.5,314,0.2969,0.01688,1.013,0.03338,0.8125,0.5,0.5
41,0.008941,0.2933,0.4891,0.9717,1.617,147.3,303,0.2857,0.02598,0.9188,-0.187,0.7188,0.25,0.25
42,0.008743,0.2494,0.3214,0.9523,1.623,146.5,260,0.297,0.02898,0.7938,0.02057,0.5938,0.25,0.25
43,0.0104,0.5262,0.449,0.8827,1.78,137.6,305,0.2989,0.02518,0.9188,0.02214,0.7188,0.25,0.25
44,0.00874,0.367,0.2553,0.9364,1.63,194.3,374,0.2831,0.01999,0.7313,0.02864,0.5312,0,0
45,0.0103,0.3066,0.5677,0.9647,1.502,220,432,0.3847,0.01818,0.6938,0.05359,0.5,0.5,0.25
46,0.008125,0.358,0.2523,0.976,1.802,149.9,227,0.2718,0.02968,0.6688,-0.07032,0.4688,0.25,0.25
47,0.01121,0.6197,0.3517,0.862,1.996,136.5,251,0.2939,0.02743,0.8875,0.05078,0.6875,0.25,0.25
48,0.008196,0.2504,0.459,0.9815,2.451,181,700,0.2991,0.03058,0.9793,-0.2207,0.7812,0.25,0.25
49,0.006004,0.2442,0.4855,0.8874,1.446,163.1,362,0.1891,0.02026,1.138,0.03869,0.9375,0.75,0.75
50,0.007111,0.2486,0.4905,1.004,1.667,149,232,0.2153,0.02961,1.044,-0.04434,0.8438,0.5,0.5
51,0.009304,0.2494,0.2259,1.01,2.158,158.1,312,0.3047,0.02191,0.95,0.154,0.75,0.5,0.5
52,0.01004,0.2664,0.1775,0.8879,1.607,165.2,468,0.3724,0.02886,0.7625,0.05836,0.5625,0.5,0.5
53,0.01048,0.3321,0.4634,0.9664,2.268,192,295,0.4034,0.02237,0.575,0.02517,0.375,0.25,0.25
54,0.007983,0.2497,0.3577,1.009,1.823,157.1,300,0.266,0.04626,0.8875,-0.002835,0.6875,0.25,0.25
55,0.005766,0.249,0.7084,1.032,1.986,118.7,271,0.1941,0.02441,1.138,-0.00494,0.9375,0.5,0.5
56,0.01181,0.4498,0,1.026,1.738,190.3,700,0.3633,0.02632,0.825,-0.02536,0.625,0.25,0.25
57,0.006792,0.3542,0.3331,1.024,2.428,186,329,0.2325,0.0418,0.95,-0.007931,0.75,0.25,0.25
58,0.007222,0.3354,0.5133,0.9863,2.173,223.9,435,0.2469,0.02151,0.8875,0.02949,0.6875,0.5,0.5
59,0.007611,0.3611,0.324,1.016,1.96,168.2,338,0.2466,0.03123,1.075,-0.04584,0.875,0.5,0.5
60,0.01093,0.3693,0.374,1.009,1.505,159.4,386,0.3953,0.03449,0.825,-0.03743,0.625,0.5,0.5
61,0.008628,0.6106,0.3949,0.9968,2.041,146.7,276,0.1614,0.02371,1.044,-0.06495,0.8438,0.5,0.5
62,0.009556,0.3558,0.53,1.066,1.657,199.6,424,0.327,0.02735,0.7313,0.0218,0.5312,0.25,0.25
63,0.009932,0.3086,0.299,0.8622,1.913,217.2,457,0.3616,0.02837,0.6375,-0.09395,0.4375,0,0
64,0.007994,0.3504,0.1595,1.017,2.011,197,303,0.284,0.0249,0.7938,-0.01549,0.5938,0.25,0.25
65,0.013,0.6279,0.09073,1.045,2.037,214.7,496,0.3503,0.02312,0.6688,-0.006371,0.4688,0.75,0.75
66,0.008338,0.254,0.5238,0.9365,1.481,155.4,310,0.2761,0.0271,0.8875,-0.05139,0.6875,0,0
67,0.00941,0.6405,0.3039,0.8902,2.12,211.7,700,0.3184,0.03808,0.6686,0.0472,0.4688,0,0
68,0.006059,0.2489,0.6717,1.009,1.466,144.3,227,0.1916,0.0247,1.106,-0.0146,0.9062,0.5,0.5
69,0.01023,0.8493,0.1697,1.001,2.203,124.1,700,0.234,0.0274,1.106,-0.01349,0.9062,0.5,0.5
70,0.006296,0.3745,0.3336,0.9483,2.033,164.3,333,0.1818,0.02902,0.95,-0.05085,0.75,0.5,0.5
71,0.004774,0.2146,0.5582,0.9401,1.698,164.3,354,0.1337,0.02651,1.075,0.008206,0.875,0.5,0.5
72,0.008186,0.2447,0.3405,1.014,2.093,207.5,470,0.2612,0.02656,0.8563,-0.1465,0.6562,0.25,0.25
73,0.008501,0.3624,0.3583,1.014,2.033,92.84,151,0.1645,0.05014,1.106,0.08021,0.9062,0.5,0.5
74,0.01289,0.9176,0,0.8168,1.741,159.2,388,0.3004,0.03751,0.6688,-0.05208,0.4688,0.25,0.25
75,0.01049,0.3974,0,0.9144,2.025,241.2,700,0.4005,0.02765,0.4744,0.2221,0.2812,0.75,0.5
76,0.006976,0.3132,0.4073,1.046,1.673,178.3,283,0.2136,0.03433,0.95,-0.004584,0.75,0.5,0.5
77,0.007013,0.3668,0.6189,1.034,1.651,169.2,278,0.2158,0.03739,0.95,0.1256,0.75,0.25,0.25
78,0.005817,0.2365,0.5445,0.9403,1.546,163.1,305,0.1804,0.0299,0.9813,-0.008296,0.7812,0.5,0.5
79,0.009063,0.3082,0.632,1.038,1.592,162.6,247,0.3137,0.0375,1.044,0.1266,0.8438,0.5,0.5
80,0.007269,0.3395,0.5451,0.9535,1.411,126.8,238,0.2129,0.04811,1.138,-0.04103,0.9375,0.5,0.5
81,0.007359,0.2486,0.5153,0.9772,2.037,115.3,240,0.2225,0.04564,0.95,0.0115,0.75,0.5,0.5
82,0.008017,0.3632,0.4162,0.96,1.563,191.7,700,0.2378,0.04629,0.8188,0.0924,0.625,0.5,0.5
83,0.005765,0.3189,0.538,1.003,1.69,141.6,238,0.149,0.03524,0.95,0.02824,0.75,0.25,0.25
84,0.005652,0.2848,0.5963,0.9938,2.252,155.9,253,0.1417,0.05177,1.169,-3.928e-05,0.9688,0.75,0.75
85,0.009199,0.4996,0.32,0.8999,1.482,172.9,700,0.2117,0.04837,1.106,0.05366,0.9062,0.5,0.5
86,0.008106,0.4083,0.4714,1.11,2.474,174.1,301,0.2059,0.03903,1.044,-0.07471,0.8438,0.5,0.5
87,0.01093,0.5867,0.4322,0.9534,1.991,137.5,235,0.2311,0.06214,0.9188,-0.01179,0.7188,0.5,0.5
88,0.006094,0.2476,0.4832,0.9067,1.42,117.2,327,0.1701,0.06242,1.138,0.08875,0.9375,0.75,0.75
89,0.01111,1.029,0.2342,0.9929,2.571,134.7,345,0.1599,0.06252,0.9813,0.01922,0.7812,0.5,0.5
90,0.005761,0.37,0.5913,0.9766,1.882,146.8,214,0.1444,0.05993,1.138,0.03052,0.9375,0.75,0.75
91,0.007432,0.2509,0.6076,1.045,2.237,166,248,0.2023,0.07044,0.8875,-0.01246,0.6875,0.25,0.25
92,0.006039,0.2488,0.6454,0.9722,1.827,131.6,214,0.1382,0.05173,1.138,0.01355,0.9375,0.75,0.75
93,0.009089,0.6599,0.2218,0.9274,2.047,196,700,0.1896,0.06131,1.013,-0.0674,0.8125,0,0
94,0.01029,0.8485,0.1683,1.122,2.74,165.5,400,0.1915,0.06438,1.106,-0.1569,0.9062,0.75,0.75
95,0.007131,0.3881,0.3807,1.051,1.878,158.8,307,0.1881,0.06044,1.044,0.08685,0.8438,0.25,0.25
96,0.007217,0.2442,0.4785,0.9533,1.541,251.2,555,0.1992,0.04326,0.6688,0.02797,0.4688,0.25,0.25
97,0.01038,0.6613,0.3046,0.9717,1.889,147.2,300,0.165,0.0599,1.013,-0.07299,0.8125,0.5,0.5
98,0.007489,0.3744,0.4371,0.9697,1.659,163.7,297,0.1938,0.08278,1.2,0.001614,1,1,1
99,0.009371,0.4873,0,1.11,2.742,253.3,529,0.2653,0.04883,0.7938,0.001302,0.5938,0.25,0.25
100,0.007212,0.3447,0.4036,1.024,2.928,196.6,247,0.197,0.1029,0.9813,-0.06252,0.7812,0.5,0.5
101,0.006508,0.4399,0.6636,1.173,1.883,183.5,316,0.1828,0.06909,1.006,0.02148,0.8125,0.5,0.5
102,0.008317,0.3716,0.3133,1.032,2.346,225.8,373,0.2623,0.06953,0.6063,-0.04101,0.4062,0.5,0.5
103,0.008139,0.3598,0.4029,0.9045,1.612,173.9,416,0.244,0.07277,0.8813,-0.01815,0.6875,0.5,0.25
104,0.009765,0.6679,0,0.9566,1.799,186.2,295,0.1965,0.05768,0.6688,0.006493,0.4688,0.5,0.5
105,0.009077,0.428,0.3234,1.115,2.441,179.5,349,0.2557,0.06671,0.825,-0.04287,0.625,0.5,0.5
106,0.007741,0.4399,0.4893,1.038,2.223,198.5,326,0.2072,0.05799,0.8563,-0.1223,0.6562,0.25,0.25
107,0.007909,0.2491,0.4358,0.9658,1.774,204.2,289,0.2404,0.05176,0.8563,0.007939,0.6562,0.25,0.25
108,0.008634,0.3743,0.352,0.9157,2.061,168.1,479,0.2192,0.07607,1.138,0.01213,0.9375,0.75,0.75
109,0.007128,0.4506,0.4662,1.055,2.71,205.3,401,0.2064,0.04777,1.044,-0.03134,0.8438,0.5,0.5
110,0.0104,0.7763,0.3332,0.9143,2.645,172.8,287,0.2049,0.06235,1.038,-0.01231,0.8438,0.25,0.25
111,0.008905,0.2834,0.3241,1.03,1.723,220.1,389,0.2698,0.06043,0.6688,0.01192,0.4688,0.5,0.5
112,0.009723,0.5334,0,0.8611,1.561,198.9,536,0.2991,0.073,0.7625,-0.01447,0.5625,0.25,0.25
113,0.008295,0.3369,0.3182,0.8847,1.432,199.2,326,0.2554,0.06105,0.825,0.07283,0.625,0.25,0.25
114,0.008567,0.2548,0.512,1.021,2.688,189.2,311,0.2328,0.06008,0.95,0.02893,0.75,0.25,0.25
115,0.01006,0.7102,0.3985,0.9611,2.848,190.8,294,0.2221,0.07096,1.013,-0.08505,0.8125,0.5,0.5
116,0.008785,0.6513,0.4194,0.9743,1.803,199.2,262,0.1957,0.1665,0.9813,-0.02293,0.7812,0,0
117,0.007813,0.8145,0.4256,0.8869,2,206.6,327,0.1662,0.05016,0.6688,0.01079,0.4688,0.5,0.5
118,0.009825,0.7092,0,0.9219,1.618,172.2,319,0.2296,0.06048,0.9813,0.01585,0.7812,0.25,0.25
119,0.00846,0.2986,0.3274,1.09,2.58,259.8,436,0.263,0.04588,0.8875,0.1447,0.6875,0.25,0.25
120,0.008619,0.3157,0.4197,1.094,2.377,219.6,427,0.2457,0.06219,0.8563,0.05091,0.6562,0.25,0.25
121,0.006178,0.44,0.4351,1.124,1.924,194.8,368,0.148,0.05071,1.163,-0.1222,0.9688,0.75,0.5
122,0.009178,0.6486,0.3548,1.043,1.992,161.8,248,0.1797,0.0939,1.013,-0.0414,0.8125,0.5,0.5
123,0.01143,0.6359,0.442,1.009,2.683,195.6,423,0.2595,0.07318,0.9188,0.08019,0.7188,0.25,0.25
124,0.006909,0.2415,0.3857,1,1.957,184.7,421,0.1732,0.0553,1.169,-0.02541,0.9688,0.75,0.75
125,0.008058,0.2962,0.4304,1.064,2.239,143.7,251,0.2088,0.07881,0.7313,-0.007836,0.5312,0.75,0.75
126,0.008964,0.3506,0.2655,1.057,2.127,211.8,427,0.2234,0.07411,0.7625,-0.03403,0.5625,0.5,0.5
127,0.007897,0.6527,0,0.9261,1.825,164.1,315,0.1834,0.0639,1.106,0.006164,0.9062,0.75,0.75
128,0.01048,0.6036,0.3253,0.9772,2.119,185.5,423,0.2192,0.06556,0.7313,0.01453,0.5312,0.5,0.5
129,0.009209,1.135,0.2308,1.034,2.686,174.4,308,0.1535,0.08273,0.9188,0.02827,0.7188,0.75,0.75
130,0.007658,0.3879,0.343,0.9166,1.609,180.8,332,0.1852,0.06847,1.106,-0.02987,0.9062,0.5,0.5
131,0.008593,0.3769,0.2169,0.9954,2.096,238.1,384,0.2474,0.05031,0.7,-0.2546,0.5,0,0
132,0.01183,0.7809,0.3273,1.071,2.505,192.5,328,0.198,0.06293,0.8875,0.05201,0.6875,0.5,0.5
133,0.008822,0.4951,0.4288,0.9758,2.597,202.2,318,0.2223,0.06998,0.6688,-0.1056,0.4688,0.25,0.25
134,0.007563,0.3646,0.4689,0.9052,1.702,164.6,273,0.1637,0.07382,1.106,-0.04029,0.9062,0.5,0.5
135,0.007933,0.448,0.3566,1.004,1.921,173.2,700,0.1676,0.06867,1.106,-0.0368,0.9062,0.5,0.5
136,0.006467,0.4586,0.4795,1.005,1.787,190.8,258,0.1219,0.05984,1.2,0.001199,1,1,1
137,0.01095,0.8884,0.179,0.8642,1.915,203.6,386,0.1649,0.08072,0.5438,0.06571,0.3438,0.25,0.25
138,0.008644,0.4987,0.3468,0.943,1.731,225.7,524,0.1967,0.07745,0.7938,0.01472,0.5938,0.25,0.25
139,0.006859,0.5645,0.3935,0.9002,1.705,210.2,352,0.1398,0.06232,0.9188,-0.03449,0.7188,0.25,0.25
140,0.008074,0.3246,0.432,0.8444,2.377,197.5,286,0.181,0.07308,1.044,0.003109,0.8438,0.5,0.5
141,0.008732,0.4617,0.2494,0.9398,2.327,149.2,261,0.1794,0.1145,0.9188,0.02079,0.7188,0.5,0.5
142,0.007751,0.4083,0.4932,0.9782,1.446,178.8,323,0.1513,0.08189,1.044,0.02066,0.8438,0.5,0.5
143,0.006619,0.3942,0.2969,1.042,1.983,196.2,284,0.1286,0.09328,1.138,-0.03068,0.9375,0.5,0.5
144,0.01211,0.5446,0,0.8057,1.803,206.5,362,0.184,0.07892,1.013,0.0008925,0.8125,0.25,0.25
145,0.00712,0.295,0.4395,0.9681,1.666,162.7,280,0.156,0.06317,1.169,-0.01359,0.9688,0.75,0.75
146,0.006136,0.3672,0.451,1.019,1.856,179.8,300,0.1633,0.4582,1.138,-0.04565,0.9375,0.5,0.5
147,0.01044,0.5654,0.2767,0.9603,1.91,161.1,230,0.2221,0.06318,1.106,-0.05893,0.9062,0.5,0.5
148,0.008813,0.5084,0.3343,0.9872,2.077,196.1,456,0.2444,0.06234,0.7938,-0.05766,0.5938,0.5,0.5
149,0.00701,0.2669,0.6212,1.013,1.809,173.5,262,0.2019,0.05241,1.169,0.000495,0.9688,0.75,0.75
150,0.01069,0.3647,0.2631,1.064,2.233,202.9,357,0.3436,0.0666,0.6688,-0.03001,0.4688,0.25,0.25
151,0.009071,0.3632,0.4036,0.9091,2.263,152.2,271,0.294,0.08177,1.044,-0.03301,0.8438,0.75,0.75
152,0.007143,0.2973,0.5427,1.083,1.677,141.9,246,0.2035,0.06067,1.138,-0.01699,0.9375,0.5,0.5
153,0.008974,0.678,0.3298,0.9405,2.02,155.3,317,0.198,0.05876,1.075,-0.05927,0.875,0.75,0.75
154,0.007323,0.6217,0.3351,0.9292,1.519,164.8,679,0.2307,0.06879,1.038,0.02798,0.8438,0.25,0.25
155,0.008027,0.328,0.4275,1.04,2.555,162,261,0.2376,0.0757,1.013,-0.03138,0.8125,0.75,0.75
156,0.009958,0.5558,0.3985,1.004,1.773,166.4,361,0.2386,0.07579,1.138,0.01995,0.9375,0.5,0.5
157,0.007297,0.3687,0.5187,0.8586,1.304,170.2,274,0.206,0.06184,1.106,0.01754,0.9062,0.5,0.5
158,0.008185,0.5225,0.4721,1.104,1.978,193.6,337,0.2467,0.07193,0.6688,-0.1739,0.4688,0,0
159,0.008631,0.3745,0.3804,0.9345,1.694,216.6,319,0.2412,0.06652,0.9813,0.01163,0.7812,0.5,0.5
160,0.006424,0.4812,0.4907,1.031,2.732,218.9,366,0.2121,0.04932,0.95,-0.004848,0.75,0.5,0.5
161,0.009019,0.461,0.2968,0.9889,1.533,243.1,616,0.2835,0.05301,0.8875,0.01281,0.6875,0.25,0.25
162,0.008417,0.2841,0.4541,0.8878,1.901,172,298,0.2421,0.0657,1.138,-0.06004,0.9375,0.75,0.75
163,0.006564,0.324,0.3585,0.9825,1.83,212,379,0.1967,0.05036,0.95,0.001008,0.75,1,1
164,0.007424,0.362,0.4192,1.016,1.914,165.9,265,0.1918,0.169,1.169,-0.05856,0.9688,0.75,0.75
165,0.008555,0.368,0.3505,1.046,2.648,207.2,340,0.2558,0.05719,0.9188,-0.07253,0.7188,0,0
166,0.00934,0.3472,0.5744,0.9353,1.662,188.4,256,0.2924,0.06127,1.044,-0.0245,0.8438,0.25,0.25
167,0.008458,0.3646,0.4364,1.039,2.904,214.6,700,0.2855,0.05282,0.8855,0.007497,0.6875,0.75,0.5
168,0.007695,0.2429,0.5,1.011,2.075,237.9,357,0.2501,0.05093,0.8563,0.04088,0.6562,0.25,0.25
169,0.009695,0.3541,0,0.8919,1.994,221.2,700,0.3037,0.06756,0.755,0.08586,0.5625,0.25,0
170,0.007844,0.3266,0.3007,1.01,2.084,192.7,362,0.2513,0.06033,1.013,0.003117,0.8125,0.25,0.25
171,0.01047,0.4697,0,0.8633,1.832,233,384,0.2966,0.05839,0.8563,0.04977,0.6562,0.25,0.25
172,0.007568,0.2725,0.3489,1.078,2.075,232.4,341,0.2295,0.06602,0.7938,0.04014,0.5938,0.25,0.25
173,0.008429,0.5656,0.3914,0.9446,1.835,226,341,0.2131,0.05115,1.075,-0.008601,0.875,0.5,0.5
174,0.007329,0.2834,0.4053,0.9418,2.191,206.6,431,0.1892,0.05464,1.044,0.04054,0.8438,0.5,0.5
175,0.009485,0.4605,0.2858,0.9321,2.081,172.3,268,0.2333,0.07461,1.075,0.04642,0.875,0.75,0.75
176,0.008204,0.4858,0.314,1.01,1.832,199,350,0.1826,0.05756,0.9188,0.06087,0.7188,0.5,0.5
177,0.007436,0.3695,0.4184,0.982,1.908,157.2,296,0.1836,0.08713,1.2,0.001767,1,1,1
178,0.008408,0.3628,0.2028,0.9925,1.828,254,489,0.2543,0.06943,0.8875,-0.05716,0.6875,0.5,0.5
179,0.006612,0.2831,0.4831,0.9583,2.196,232.6,399,0.186,0.06277,1.138,-0.02694,0.9375,0.75,0.75
180,0.007179,0.4789,0.4989,0.922,1.642,181.5,271,0.1856,0.07636,1.075,0.006896,0.875,0.75,0.75
181,0.008262,0.3727,0,0.9499,2.898,273.8,625,0.2506,0.05244,0.7,0.07595,0.5,0,0
182,0.01111,0.3508,0.3284,0.9249,2.377,208.2,364,0.3377,0.07122,0.6688,0.01714,0.4688,0.5,0.5
183,0.008209,0.3881,0.3809,1.077,2.735,176.7,297,0.1742,0.07297,1.169,-0.008161,0.9688,0.75,0.75
184,0.007996,0.2836,0.4985,0.9078,1.774,248.8,389,0.2159,0.06188,0.9813,-0.02023,0.7812,0.5,0.5
185,0.00839,0.4606,0.3479,1.009,1.845,251.5,370,0.234,0.06268,0.9813,-0.01382,0.7812,0.5,0.5
186,0.008618,0.5644,0.2959,1.02,2.924,215.1,304,0.1727,0.06107,1.138,-0.03428,0.9375,0.75,0.75
187,0.007516,0.2854,0.4363,0.9662,1.727,166.5,243,0.204,0.06575,0.95,0.1127,0.75,0.5,0.5
188,0.008575,0.3645,0.3156,0.9007,2.046,183.9,338,0.2052,0.07473,1.006,0.02831,0.8125,0,0
189,0.007766,0.2411,0.4499,0.9723,1.846,220,303,0.1903,0.06024,0.8875,-0.02632,0.6875,0.5,0.5
190,0.007846,0.4523,0,0.98,1.764,196.7,285,0.2173,0.05831,1.106,0.02592,0.9062,0.75,0.75
191,0.006429,0.2479,0.4335,0.9981,1.537,205.6,292,0.1762,0.06394,0.9813,-0.08536,0.7812,0.75,0.75
192,0.008629,0.3607,0.4185,0.9559,2.994,217.6,309,0.2189,0.07772,0.95,0.1866,0.75,0,0
193,0.007135,0.2492,0.5327,1.059,1.855,187.5,334,0.1773,0.09024,1.169,-0.02239,0.9688,0.75,0.75
194,0.007085,0.3436,0.5576,0.941,1.464,183.2,269,0.1663,0.07073,1.013,0.05946,0.8125,0.25,0.25
195,0.007369,0.3728,0.4637,0.9728,2.041,230,327,0.2047,0.06475,0.95,-0.0009124,0.75,0,0
196,0.009964,0.4152,0,0.956,2.25,203.2,362,0.2504,0.08048,1.075,0.08504,0.875,0.25,0.25
197,0.007444,0.3054,0.457,0.9629,1.466,161.1,234,0.2014,0.1324,1.2,0.002638,1,1,1
198,0.009214,0.2569,0.4669,0.9653,1.756,206.5,382,0.265,0.06718,0.7938,-0.02326,0.5938,0.5,0.5
199,0.007392,0.2472,0.4049,0.9163,1.599,166.8,312,0.2082,0.06831,1.138,-0.02492,0.9375,0.5,0.5
200,0.009464,0.2908,0.2539,1.026,1.93,226.6,403,0.2472,0.06295,0.7625,0.009451,0.5625,0.25,0.25
201,0.008921,0.407,0.3357,0.9177,1.844,201.2,423,0.2648,0.06657,0.9813,0.08759,0.7812,0.5,0.5
202,0.00702,0.3598,0.3076,1.075,2.285,208.1,366,0.194,0.05559,1.169,-0.02486,0.9688,0.75,0.75
203,0.007851,0.2478,0.3929,0.9989,1.828,252.2,406,0.2503,0.0693,1.075,-0.01654,0.875,0.25,0.25
204,0.01054,0.351,0.1211,0.9962,1.913,242,492,0.3449,0.05555,0.8563,0.1353,0.6562,0.5,0.5
205,0.01017,0.3898,0.3317,1.133,2.018,233.6,700,0.2939,0.1414,1.012,0.04128,0.8125,0.25,0.25
206,0.01124,0.4896,0.3638,1.11,2.841,241.7,388,0.3281,0.05366,0.9188,0.1746,0.7188,0.5,0.5
207,0.009169,0.3134,0.3911,0.9647,2.119,197.4,343,0.2517,0.07875,1.013,0.09082,0.8125,0.5,0.5
208,0.009306,0.5267,0.4051,0.9642,1.919,198.6,700,0.2897,0.08042,1.164,0.0938,0.9688,0.75,0.5
209,0.008606,0.3688,0.5153,1.014,2.105,179.9,309,0.2756,0.06725,1.075,-0.0839,0.875,0.5,0.5
210,0.007517,0.3901,0.4005,0.9681,2.048,239.9,379,0.2071,0.05209,1.013,-0.04406,0.8125,0.5,0.5
211,0.009666,0.3688,0.5429,1.032,1.529,216.4,475,0.3019,0.0594,0.9813,0.1324,0.7812,0.25,0.25
212,0.01035,0.4782,0.2941,1.068,2.813,232,431,0.2966,0.06241,1.013,0.03158,0.8125,0.5,0.5
213,0.00793,0.4367,0.5281,0.9967,2.035,211.9,356,0.2406,0.05967,1.075,-0.01208,0.875,0.75,0.75
214,0.009658,0.3028,0,1.101,2.237,269.5,513,0.3295,0.06467,0.6688,-0.1136,0.4688,0,0
215,0.008229,0.3502,0.4605,1.101,2.07,224.5,289,0.2407,0.06366,1.044,0.01578,0.8438,0.75,0.75
216,0.007326,0.3025,0.4469,0.9404,1.616,211,491,0.2204,0.05424,1.138,0.00436,0.9375,0.5,0.5
217,0.008872,0.2472,0.3923,0.8859,1.665,209.3,365,0.2856,0.07436,0.6688,0.04891,0.4688,0.5,0.5
218,0.008038,0.3658,0.3416,1.031,2.199,194.3,336,0.2067,0.05659,1.2,0.001128,1,1,1
